187.38115234352611,3114
187.41357687015559,3068
187.44600110435968,2998
187.47842504598034,2935
187.51084869485948,2840
187.54327205083902,2828
187.5756951137609,2738
187.608117883467,2695
187.64054035979927,2621
187.67296254259969,2664
187.70538443171009,2618
187.73780602697252,2663
187.77022732822883,2505
187.80264833532107,2536
187.8350690480911,2505
187.86748946638093,2470
187.89990959003248,2433
187.93232941888769,2479
187.96474895278863,2401
187.99716819157715,2431
188.02958713509528,2364
188.06200578318501,2350
188.09442413568831,2369
188.12684219244716,2371
188.15925995330352,2365
188.19167741809937,2346
188.22409458667684,2374
188.25651145887775,2303
188.28892803454423,2354
188.32134431351827,2295
188.35376029564179,2321
188.38617598075683,2294
188.41859136870553,2278
188.45100645932979,2281
188.48342125247169,2185
188.51583574797326,2217
188.54824994567645,2224
188.58066384542337,2217
188.61307744705607,2176
188.64549075041657,2174
188.67790375534693,2163
188.71031646168916,2117
188.74272886928543,2140
188.77514097797763,2076
188.80755278760793,2119
188.83996429801846,2095
188.87237550905112,2056
188.90478642054811,2098
188.93719703235149,2083
188.96960734430328,2127
189.00201735624563,2129
189.03442706802068,2155
189.06683647947037,2089
189.09924559043694,2110
189.13165440076241,2060
189.16406291028892,2074
189.19647111885857,2084
189.22887902631345,2090
189.26128663249571,2047
189.2936939372475,2065
189.3261009404109,3554
189.358507641828,3029
189.39091404134098,2070
189.42332013879206,2025
189.45572593402318,2050
189.48813142687666,2053
189.52053661719458,2087
189.55294150481913,2057
189.58534608959243,2022
189.61775037135658,1992
189.65015434995385,1959
189.6825580252264,2013
189.71496139701631,1970
189.74736446516582,1987
189.77976722951712,1993
189.81216968991234,1955
189.84457184619373,1961
189.8769736982035,2007
189.90937524578371,1977
189.94177648877667,1965
189.97417742702459,1965
190.00657806036963,1998
190.03897838865404,1912
190.07137841172002,1963
190.1037781294097,1945
190.1361775415655,1972
190.16857664802944,1980
190.20097544864385,1940
190.23337394325097,1991
190.26577213169304,1932
190.2981700138123,1993
190.33056758945094,1996
190.36296485845128,1913
190.39536182065552,1974
190.427758475906,1982
190.46015482404488,1962
190.49255086491451,1931
190.52494659835708,1954
190.55734202421493,1939
190.58973714233034,1988
190.62213195254554,1942
190.65452645470285,1940
190.68692064864459,1970
190.71931453421303,1933
190.75170811125039,1951
190.78410137959912,1960
190.81649433910141,1947
190.84888698959969,1942
190.88127933093614,2025
190.91367136295315,1961
190.946063085493,1989
190.97845449839804,1995
191.01084560151065,1973
191.0432363946731,1992
191.07562687772773,2023
191.10801705051696,1995
191.14040691288304,2020
191.17279646466835,2072
191.20518570571534,2078
191.23757463586625,2085
191.26996325496341,2064
191.30235156284934,1978
191.33473955936634,1976
191.36712724435674,1982
191.399514617663,1973
191.43190167912741,2052
191.46428842859245,1991
191.49667486590047,2033
191.52906099089387,2010
191.56144680341507,2039
191.59383230330641,2121
191.6262174904104,2036
191.65860236456936,2097
191.69098692562574,2097
191.72337117342198,2126
191.75575510780052,2105
191.78813872860377,2013
191.82052203567414,2014
191.85290502885408,1962
191.88528770798607,1918
191.91767007291244,1942
191.95005212347581,1969
191.98243385951858,1945
192.01481528088311,1956
192.04719638741196,1893
192.07957717894757,1898
192.11195765533239,1911
192.14433781640895,1869
192.17671766201968,1914
192.20909719200708,1842
192.24147640621368,1950
192.27385530448191,1911
192.30623388665427,1877
192.33861215257332,1847
192.37099010208152,1884
192.40336773502139,1832
192.43574505123541,1861
192.46812205056614,1902
192.50049873285607,1854
192.53287509794779,1890
192.56525114568379,1885
192.5976268759066,1836
192.63000228845877,1864
192.66237738318279,1941
192.69475215992131,1911
192.72712661851682,1951
192.75950075881181,1912
192.791874580649,1888
192.82424808387086,1915
192.85662126831994,1881
192.88899413383888,1884
192.92136668027015,1900
192.95373890745645,1894
192.98611081524032,1920
193.01848240346433,1884
193.05085367197111,1930
193.08322462060329,1888
193.11559524920335,1878
193.14796555761401,1873
193.18033554567779,1869
193.21270521323746,1855
193.24507456013546,1882
193.27744358621456,1834
193.30981229131734,1842
193.34218067528641,1810
193.37454873796437,1877
193.40691647919397,1875
193.43928389881782,1873
193.47165099667853,1887
193.50401777261879,1896
193.53638422648118,1859
193.5687503581085,1921
193.60111616734335,1823
193.63348165402843,1801
193.66584681800632,1805
193.69821165911983,1836
193.73057617721156,1872
193.76294037212432,1850
193.7953042437006,1837
193.82766779178328,1859
193.86003101621498,1847
193.89239391683842,1806
193.92475649349637,1836
193.95711874603151,1797
193.98948067428651,1843
194.02184227810415,1849
194.0542035573271,1841
194.08656451179823,1785
194.11892514136014,1792
194.15128544585568,1784
194.18364542512748,1813
194.21600507901834,1799
194.2483644073711,1791
194.28072341002843,1854
194.31308208683316,1816
194.34544043762799,1806
194.37779846225575,1802
194.41015616055915,1805
194.44251353238107,1828
194.47487057756419,1782
194.50722729595142,1796
194.53958368738549,1822
194.57193975170918,1807
194.60429548876539,1789
194.63665089839682,1795
194.66900598044634,1756
194.7013607347568,1774
194.73371516117092,1816
194.76606925953166,1822
194.79842302968171,1763
194.83077647146408,1756
194.86312958472152,1816
194.89548236929681,1736
194.92783482503293,1769
194.96018695177264,1803
194.99253874935883,1780
195.02489021763441,1799
195.0572413564422,1785
195.08959216562508,1764
195.12194264502588,1775
195.15429279448762,1750
195.18664261385308,1826
195.21899210296516,1735
195.25134126166674,1759
195.28369008980081,1794
195.31603858721024,1793
195.34838675373786,1835
195.38073458922673,1799
195.41308209351962,1862
195.44542926645954,1826
195.47777610788941,1770
195.51012261765209,1793
195.54246879559068,1820
195.57481464154802,1786
195.60716015536698,1792
195.63950533689066,1769
195.67185018596194,1762
195.70419470242379,1820
195.73653888611918,1804
195.76888273689104,1797
195.80122625458247,1818
195.8335694390363,1790
195.86591229009559,1765
195.89825480760337,1747
195.93059699140255,1822
195.96293884133615,1791
195.99528035724717,1811
196.02762153897862,1752
196.05996238637363,1782
196.092302899275,1810
196.12464307752589,1792
196.15698292096931,1817
196.18932242944828,1812
196.22166160280582,1787
196.25400044088502,1749
196.2863389435289,1821
196.31867711058044,1740
196.35101494188277,1789
196.38335243727903,1790
196.41568959661205,1798
196.44802641972512,1782
196.48036290646121,1774
196.51269905666342,1755
196.54503487017487,1768
196.57737034683856,1811
196.60970548649766,1809
196.64204028899522,1771
196.67437475417438,1804
196.70670888187823,1756
196.73904267194985,1787
196.7713761242324,1783
196.80370923856898,1778
196.83604201480276,1807
196.86837445277681,1767
196.90070655233424,1849
196.93303831331829,1770
196.96536973557204,1771
196.99770081893863,1821
197.03003156326125,1795
197.06236196838304,1784
197.09469203414716,1778
197.12702176039679,1745
197.1593511469751,1756
197.19168019372526,1753
197.22400890049045,1833
197.25633726711388,1832
197.28866529343873,1762
197.32099297930819,1750
197.35332032456552,1777
197.3856473290538,1769
197.41797399261631,1735
197.45030031509631,1782
197.482626296337,1744
197.51495193618157,1812
197.54727723447326,1842
197.57960219105536,1787
197.61192680577102,1757
197.64425107846355,1808
197.67657500897619,1757
197.70889859715217,1749
197.74122184283479,1798
197.7735447458673,1755
197.80586730609295,1807
197.83818952335503,1793
197.87051139749684,1876
197.90283292836159,1812
197.93515411579264,1818
197.96747495963331,1825
197.99979545972684,1781
198.03211561591655,1821
198.06443542804573,1839
198.0967548959577,1791
198.12907401949585,1738
198.16139279850344,1717
198.19371123282377,1741
198.22602932230021,1744
198.25834706677605,1786
198.2906644660948,1787
198.3229815200996,1755
198.3552982286339,1719
198.38761459154105,1825
198.41993060866446,1803
198.45224627984737,1820
198.48456160493328,1758
198.51687658376551,1811
198.54919121618747,1741
198.58150550204255,1761
198.61381944117409,1730
198.64613303342549,1798
198.67844627864022,1775
198.71075917666167,1775
198.74307172733322,1793
198.77538393049829,1726
198.80769578600035,1757
198.84000729368273,1748
198.87231845338903,1761
198.90462926496249,1742
198.93693972824673,1795
198.96924984308507,1754
199.00155960932096,1848
199.033869026798,1892
199.06617809535945,1930
199.09848681484897,2040
199.13079518510995,2161
199.16310320598578,2164
199.19541087732006,2086
199.2277181989563,1925
199.26002517073789,1845
199.29233179250841,1823
199.32463806411135,1799
199.35694398539016,1781
199.38924955618836,1829
199.42155477634955,1736
199.45385964571722,1786
199.48616416413486,1763
199.518468331446,1698
199.5507721474942,1741
199.58307561212303,1719
199.615378725176,1736
199.64768148649671,1733
199.67998389592864,1723
199.71228595331542,1770
199.74458765850062,1694
199.7768890113278,1774
199.80919001164051,1738
199.84149065928233,1721
199.8737909540969,1750
199.9060908959278,1712
199.93839048461859,1750
199.97068972001298,1749
200.00298860195443,1759
200.03528713028666,1789
200.06758530485328,1694
200.09988312549785,1748
200.13218059206409,1774
200.16447770439558,1740
200.19677446233598,1723
200.22907086572891,1744
200.26136691441798,1694
200.29366260824702,1724
200.32595794705949,1712
200.35825293069919,1734
200.39054755900972,1686
200.4228418318348,1680
200.4551357490181,1700
200.48742931040329,1757
200.51972251583405,1819
200.55201536515412,1819
200.58430785820721,1782
200.61659999483695,1814
200.64889177488718,1947
200.68118319820144,1962
200.71347426462364,2056
200.74576497399738,2139
200.77805532616645,2065
200.81034532097462,1940
200.84263495826553,1851
200.87492423788305,1797
200.90721315967079,1731
200.93950172347266,1718
200.97178992913237,1706
201.00407777649369,1688
201.03636526540035,1696
201.0686523956962,1708
201.10093916722496,1706
201.13322557983048,1634
201.16551163335657,1685
201.19779732764698,1661
201.2300826625455,1668
201.26236763789598,1637
201.2946522535423,1599
201.32693650932816,1673
201.35922040509749,1607
201.39150394069407,1633
201.42378711596174,1674
201.45606993074435,1617
201.48835238488576,1659
201.52063447822982,1652
201.55291621062042,1627
201.58519758190133,1629
201.61747859191652,1675
201.64975924050987,1639
201.68203952752518,1689
201.71431945280639,1703
201.74659901619739,1620
